"Cruise","Station","StationID","Latitude","Longitude","FishNum","Time","Station_Depth","Region","FL_mm","Species","Centropages_spp","Calanus_spp","PPC","Temora_longicornis","Calanoida","Candacia_spp","Caligus_spp","Hyperiidea","Phronimidae","Hyperia_spp","Parathemisto_spp","Pronoidae","Lycaenidae","Mysidae","Mysis mixta","Mysis bigelowi","Neomysis spp.","Oikopleura spp.","Limacina helicina","Clione limacina","Euphausiacea","Euphausia spp.","Meganyctiphanes norvegica","Thysanopoda spp.","Thysanoessa spp.","Nematoscelis spp.","Gammarus spp.","Ampithoidae","Gammaria spp.","Haustoriidae","Corophiidae","Liljeborgiidae","Meltidae","Aoridae","Chaetognatha","Ostracoda","Crustacean_Larvae","Cladocera","Ammodytes spp.","Larval_Fish","Fish_Remains","Polychaeta","Cumacea","Isopoda","Other","Unknown","EST_YEAR","EST_MONTH","EST_DAY","EST_TIME","GMT_YEAR","GMT_MONTH","GMT_DAY","GMT_TIME","SURFTEMP","BOTTEMP","GMT_datetime","EST_datetime","day_night","seasons"
201302,208,"201302-208",41.096055,-68.971155,76,"07:15",91,"GoM",142,"C. harengus",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2013,4,10,07:15:47,2013,4,10,12:15:47,6.11,6.11,2013-04-10 12:15:47,2013-04-10 07:15:47,"Day","Spring"
201302,208,"201302-208",41.096055,-68.971155,77,"07:15",91,"GoM",144,"C. harengus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,4,10,07:15:47,2013,4,10,12:15:47,6.11,6.11,2013-04-10 12:15:47,2013-04-10 07:15:47,"Night","Spring"
201302,211,"201302-211",41.45427833,-69.28315,79,"16:00",94,"GoM",229,"C. harengus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,950,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,4,10,16:00:33,2013,4,10,21:00:33,6.21,5.63,2013-04-10 21:00:33,2013-04-10 16:00:33,"Day","Spring"
201302,211,"201302-211",41.45427833,-69.28315,80,"16:00",94,"GoM",221,"C. harengus",0,0,30,0,30,0,0,0,0,0,0,0,0,0,0,0,0,870,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2013,4,10,16:00:33,2013,4,10,21:00:33,6.21,5.63,2013-04-10 21:00:33,2013-04-10 16:00:33,"Night","Spring"
201302,125,"201302-125",39.62600333,-72.76459167,82,"19:10",69,"SNE",224,"C. harengus",0,1250,120,0,380,0,0,0,0,24,223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,6,2013,3,27,19:10:13,2013,3,28,00:10:13,6.94,7.23,2013-03-28 00:10:13,2013-03-27 19:10:13,"Night","Spring"
201302,125,"201302-125",39.62600333,-72.76459167,83,"19:10",69,"SNE",230,"C. harengus",0,928,0,0,0,0,0,0,0,60,33,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,40,0,2013,3,27,19:10:13,2013,3,28,00:10:13,6.94,7.23,2013-03-28 00:10:13,2013-03-27 19:10:13,"Night","Spring"
201302,121,"201302-121",39.67124333,-73.29145833,86,"11:12",42,"SNE",180,"C. harengus",88,110,73,0,178,0,0,0,0,26,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,0,3,0,0,0,0,0,0,0,3,0,2013,3,27,11:12:43,2013,3,27,16:12:43,6.02,5.95,2013-03-27 16:12:43,2013-03-27 11:12:43,"Day","Spring"
201302,121,"201302-121",39.67124333,-73.29145833,87,"11:12",42,"SNE",170,"C. harengus",235,270,210,15,185,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,115,0,15,0,0,0,0,0,0,0,15,0,2013,3,27,11:12:43,2013,3,27,16:12:43,6.02,5.95,2013-03-27 16:12:43,2013-03-27 11:12:43,"Day","Spring"
201302,221,"201302-221",41.83271,-69.33831333,88,"19:40",188,"GoM",169,"C. harengus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2013,4,11,19:40:29,2013,4,12,00:40:29,6.84,6.55,2013-04-12 00:40:29,2013-04-11 19:40:29,"Night","Spring"
201302,221,"201302-221",41.83271,-69.33831333,89,"19:40",188,"GoM",137,"C. harengus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2013,4,11,19:40:29,2013,4,12,00:40:29,6.84,6.55,2013-04-12 00:40:29,2013-04-11 19:40:29,"Night","Spring"
201302,220,"201302-220",41.92301833,-69.32691333,91,"17:31",198,"GoM",221,"C. harengus",0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,4,11,17:31:35,2013,4,11,22:31:35,7.08,6.55,2013-04-11 22:31:35,2013-04-11 17:31:35,"Night","Spring"
201302,220,"201302-220",41.92301833,-69.32691333,92,"17:31",198,"GoM",187,"C. harengus",0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,4,11,17:31:35,2013,4,11,22:31:35,7.08,6.55,2013-04-11 22:31:35,2013-04-11 17:31:35,"Night","Spring"
201302,7,"201302-7",38.04904833,-73.99538667,13,"00:26",113,"MAB",108,"P. triacanthus",0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,4,2013,3,16,00:26:18,2013,3,16,05:26:18,8.74,12.34,2013-03-16 05:26:18,2013-03-16 00:26:18,"Night","Spring"
201302,7,"201302-7",38.04904833,-73.99538667,14,"00:26",113,"MAB",85,"P. triacanthus",47,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2013,3,16,00:26:18,2013,3,16,05:26:18,8.74,12.34,2013-03-16 05:26:18,2013-03-16 00:26:18,"Night","Spring"
201302,224,"201302-224",41.44187667,-68.75474333,31,"03:46",136,"GoM",105,"P. triacanthus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2013,4,12,03:46:20,2013,4,12,08:46:20,6.85,6.39,2013-04-12 08:46:20,2013-04-12 03:46:20,"Night","Spring"
201302,130,"201302-130",39.698105,-72.019515,64,"07:40",159,"SNE",166,"P. triacanthus",0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2013,3,28,07:40:43,2013,3,28,12:40:43,7.68,11.79,2013-03-28 12:40:43,2013-03-28 07:40:43,"Day","Spring"
201302,130,"201302-130",39.698105,-72.019515,67,"07:40",159,"SNE",170,"P. triacanthus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2013,3,28,07:40:43,2013,3,28,12:40:43,7.68,11.79,2013-03-28 12:40:43,2013-03-28 07:40:43,"Day","Spring"
201302,241,"201302-241",40.40400833,-67.8672,102,"03:15",235,"GB",149,"P. triacanthus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2013,4,14,03:15:02,2013,4,14,08:15:02,6.97,11.31,2013-04-14 08:15:02,2013-04-14 03:15:02,"Night","Spring"
201302,241,"201302-241",40.40400833,-67.8672,104,"03:15",235,"GB",154,"P. triacanthus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2013,4,14,03:15:02,2013,4,14,08:15:02,6.97,11.31,2013-04-14 08:15:02,2013-04-14 03:15:02,"Night","Spring"
201302,237,"201302-237",40.58093333,-68.11864333,105,"17:28",95,"GB",125,"P. triacanthus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2013,4,13,17:28:08,2013,4,13,22:28:08,7.38,7.27,2013-04-13 22:28:08,2013-04-13 17:28:08,"Night","Spring"
201302,128,"201302-128",39.51353,-72.42392,106,"02:17",142,"SNE",120,"P. triacanthus",0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,3,28,02:17:38,2013,3,28,07:17:38,7.52,11.11,2013-03-28 07:17:38,2013-03-28 02:17:38,"Night","Spring"
201302,128,"201302-128",39.51353,-72.42392,108,"02:17",142,"SNE",85,"P. triacanthus",0,0,0,0,0,0,0,0,0,2,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2013,3,28,02:17:38,2013,3,28,07:17:38,7.52,11.11,2013-03-28 07:17:38,2013-03-28 02:17:38,"Night","Spring"
201302,330,"201302-330",43.80924833,-68.21784167,110,"16:01",183,"GoM",138,"P. triacanthus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2013,4,24,16:01:59,2013,4,24,21:01:59,5.2,7.65,2013-04-24 21:01:59,2013-04-24 16:01:59,"Night","Spring"
201302,330,"201302-330",43.80924833,-68.21784167,112,"16:01",183,"GoM",147,"P. triacanthus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2013,4,24,16:01:59,2013,4,24,21:01:59,5.2,7.65,2013-04-24 21:01:59,2013-04-24 16:01:59,"Night","Spring"
201302,6,"201302-6",38.30005667,-74.12743667,114,"21:08",61,"MAB",110,"P. triacanthus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,2013,3,15,21:08:57,2013,3,16,02:08:57,7.38,9.42,2013-03-16 02:08:57,2013-03-15 21:08:57,"Night","Spring"
201302,6,"201302-6",38.30005667,-74.12743667,115,"21:08",61,"MAB",121,"P. triacanthus",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2013,3,15,21:08:57,2013,3,16,02:08:57,7.38,9.42,2013-03-16 02:08:57,2013-03-15 21:08:57,"Night","Spring"
201302,236,"201302-236",40.55483833,-68.34004167,116,"14:54",93,"GB",131,"P. triacanthus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2013,4,13,14:54:24,2013,4,13,19:54:24,7.47,7.44,2013-04-13 19:54:24,2013-04-13 14:54:24,"Day","Spring"
201302,236,"201302-236",40.55483833,-68.34004167,117,"14:54",93,"GB",127,"P. triacanthus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,4,13,14:54:24,2013,4,13,19:54:24,7.47,7.44,2013-04-13 19:54:24,2013-04-13 14:54:24,"Day","Spring"
201302,226,"201302-226",41.54313167,-68.658875,120,"07:29",135,"GoM",150,"P. triacanthus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2013,4,12,07:29:48,2013,4,12,12:29:48,6.84,6.36,2013-04-12 12:29:48,2013-04-12 07:29:48,"Day","Spring"
201302,226,"201302-226",41.54313167,-68.658875,121,"07:29",135,"GoM",140,"P. triacanthus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2013,4,12,07:29:48,2013,4,12,12:29:48,6.84,6.36,2013-04-12 12:29:48,2013-04-12 07:29:48,"Day","Spring"
201302,252,"201302-252",40.65459,-67.12342333,122,"05:00",116,"GB",148,"P. triacanthus",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,4,15,05:00:51,2013,4,15,10:00:51,7.2,11.4,2013-04-15 10:00:51,2013-04-15 05:00:51,"Night","Spring"
201302,252,"201302-252",40.65459,-67.12342333,123,"05:00",116,"GB",151,"P. triacanthus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2013,4,15,05:00:51,2013,4,15,10:00:51,7.2,11.4,2013-04-15 10:00:51,2013-04-15 05:00:51,"Night","Spring"
201302,209,"201302-209",41.26035833,-69.023085,125,"10:15",151,"GoM",117,"P. triacanthus",0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,2013,4,10,10:15:21,2013,4,10,15:15:21,6.53,6.33,2013-04-10 15:15:21,2013-04-10 10:15:21,"Day","Spring"
201302,209,"201302-209",41.26035833,-69.023085,127,"10:15",151,"GoM",135,"P. triacanthus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2013,4,10,10:15:21,2013,4,10,15:15:21,6.53,6.33,2013-04-10 15:15:21,2013-04-10 10:15:21,"Day","Spring"
201302,329,"201302-329",43.71212833,-68.18200333,128,"13:09",180,"GoM",95,"P. triacanthus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2013,4,24,13:09:21,2013,4,24,18:09:21,5.5,7.94,2013-04-24 18:09:21,2013-04-24 13:09:21,"Day","Spring"
201302,329,"201302-329",43.71212833,-68.18200333,130,"13:09",180,"GoM",147,"P. triacanthus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2013,4,24,13:09:21,2013,4,24,18:09:21,5.5,7.94,2013-04-24 18:09:21,2013-04-24 13:09:21,"Day","Spring"
201302,3,"201302-3",38.41109833,-73.431095,131,"13:25",118,"MAB",98,"P. triacanthus",27,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2013,3,15,13:25:50,2013,3,15,18:25:50,7.1,12.66,2013-03-15 18:25:50,2013-03-15 13:25:50,"Day","Spring"
201302,3,"201302-3",38.41109833,-73.431095,132,"13:25",118,"MAB",97,"P. triacanthus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2013,3,15,13:25:50,2013,3,15,18:25:50,7.1,12.66,2013-03-15 18:25:50,2013-03-15 13:25:50,"Day","Spring"
201302,24,"201302-24",36.63787167,-74.93928833,18,"12:29",30,"MAB",277,"S. scombrus",131,0,17,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,3,0,2013,3,17,12:29:10,2013,3,17,17:29:10,8.59,NA,2013-03-17 17:29:10,2013-03-17 12:29:10,"Day","Spring"
201302,24,"201302-24",36.63787167,-74.93928833,20,"12:29",30,"MAB",288,"S. scombrus",138,0,93,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,3,17,12:29:10,2013,3,17,17:29:10,8.59,NA,2013-03-17 17:29:10,2013-03-17 12:29:10,"Day","Spring"
201302,80,"201302-80",38.17644167,-74.72408333,32,"19:46",34,"MAB",295,"S. scombrus",0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,3,22,19:46:20,2013,3,23,00:46:20,6.08,6.1,2013-03-23 00:46:20,2013-03-22 19:46:20,"Night","Spring"
201302,218,"201302-218",41.90631,-69.80113,33,"10:14",101,"GoM",195,"S. scombrus",39,268,38,0,0,0,0,0,0,19,24,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2,0,0,0,0,0,0,2013,4,11,10:14:24,2013,4,11,15:14:24,5.73,5.68,2013-04-11 15:14:24,2013-04-11 10:14:24,"Day","Spring"
201302,218,"201302-218",41.90631,-69.80113,36,"10:14",101,"GoM",215,"S. scombrus",40,239,12,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,2013,4,11,10:14:24,2013,4,11,15:14:24,5.73,5.68,2013-04-11 15:14:24,2013-04-11 10:14:24,"Day","Spring"
201302,69,"201302-69",37.05521,-75.379185,42,"16:55",29,"MAB",245,"S. scombrus",14860,0,0,1200,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,2013,3,21,16:55:00,2013,3,21,21:55:00,6.88,6.9,2013-03-21 21:55:00,2013-03-21 16:55:00,"Day","Spring"
201302,69,"201302-69",37.05521,-75.379185,45,"16:55",29,"MAB",266,"S. scombrus",28630,0,0,1330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,3,21,16:55:00,2013,3,21,21:55:00,6.88,6.9,2013-03-21 21:55:00,2013-03-21 16:55:00,"Day","Spring"
201302,209,"201302-209",41.26035833,-69.023085,56,"10:15",151,"GoM",244,"S. scombrus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2013,4,10,10:15:21,2013,4,10,15:15:21,6.53,6.33,2013-04-10 15:15:21,2013-04-10 10:15:21,"Day","Spring"
201302,209,"201302-209",41.26035833,-69.023085,60,"10:15",151,"GoM",250,"S. scombrus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2013,4,10,10:15:21,2013,4,10,15:15:21,6.53,6.33,2013-04-10 15:15:21,2013-04-10 10:15:21,"Day","Spring"
201302,75,"201302-75",37.66702333,-75.16793333,61,"05:45",25,"MAB",256,"S. scombrus",10,0,1110,820,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,3,22,05:45:05,2013,3,22,10:45:05,6.16,6.18,2013-03-22 10:45:05,2013-03-22 05:45:05,"Night","Spring"
201302,75,"201302-75",37.66702333,-75.16793333,62,"05:45",25,"MAB",255,"S. scombrus",10,0,5,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2013,3,22,05:45:05,2013,3,22,10:45:05,6.16,6.18,2013-03-22 10:45:05,2013-03-22 05:45:05,"Night","Spring"
